fullVisitorId,channelGrouping,time,country,city,totalTransactionRevenue,transactions,timeOnSite,pageviews,sessionQualityDim,date,visitId,type,productPrice,productSKU,v2ProductName,v2ProductCategory,currencyCode,pageTitle,pagePathLevel1,eCommerceAction_type,eCommerceAction_step
7328657227470299189,Organic Search,1970-01-13 21:59:51,India,not available in demo dataset,0.0,0.0,3326.0,41.0,0.0,2017-03-05,1488700723,PAGE,0,9180844,Gunmetal Roller Ball Pen,Unknown,USD,other,/storeitem.html,0,1
6359403243542167475,Organic Search,1970-01-02 20:43:36,United States,not available in demo dataset,0.0,0.0,404.0,24.0,0.0,2017-02-15,1487203514,PAGE,0,9181019,Google Tri-blend Hoodie Grey,Unknown,USD,other,/storeitem.html,0,1
4563918079034331605,Organic Search,1970-01-14 11:38:31,Italy,not available in demo dataset,0.0,0.0,1266.0,27.0,0.0,2017-02-15,1487175528,PAGE,0,9181019,Google Tri-blend Hoodie Grey,Unknown,USD,other,/storeitem.html,0,1
3502451034522748027,Organic Search,1970-01-04 00:23:58,United States,not available in demo dataset,0.0,0.0,377.0,12.0,0.0,2017-01-25,1485392662,PAGE,0,9181573,Google Snapback Hat Black,Unknown,USD,other,/storeitem.html,0,1
6254574407334719565,Organic Search,1970-01-01 16:39:06,Denmark,not available in demo dataset,0.0,0.0,343.0,15.0,0.0,2017-01-26,1485481041,PAGE,0,9181573,Google Snapback Hat Black,Unknown,USD,other,/storeitem.html,0,1
1419842828452102862,Organic Search,1970-01-09 21:02:31,United States,Mountain View,0.0,0.0,1792.0,72.0,62.0,2017-08-01,1501605330,PAGE,0,9181573,Google Snapback Hat Black,Unknown,USD,other,/storeitem.html,0,1
9893914155363716533,Referral,1970-01-03 08:59:16,United States,Los Angeles,0.0,0.0,426.0,20.0,85.0,2017-08-01,1501621677,PAGE,0,9181573,Google Snapback Hat Black,Unknown,USD,other,/storeitem.html,0,1
8401606893927168081,Organic Search,1970-01-07 12:27:10,United States,not available in demo dataset,0.0,0.0,992.0,23.0,0.0,2017-04-03,1491256189,PAGE,0,9181664,Waterproof Gear Bag,Unknown,USD,other,/storeitem.html,0,1
997271511212133268,Referral,1970-01-03 02:09:32,United States,Mountain View,0.0,0.0,743.0,19.0,0.0,2017-04-04,1491347644,PAGE,0,9181664,Waterproof Gear Bag,Unknown,USD,other,/storeitem.html,0,1
7932128536242606019,Organic Search,1970-01-12 00:39:50,United States,not available in demo dataset,0.0,0.0,1763.0,36.0,0.0,2017-04-24,1493057283,PAGE,0,9181664,Waterproof Gear Bag,Unknown,USD,other,/storeitem.html,0,1
270151597804400653,Direct,1970-01-25 14:02:08,Germany,not available in demo dataset,0.0,0.0,2474.0,71.0,0.0,2017-04-04,1491315312,PAGE,0,9181664,Waterproof Gear Bag,Unknown,USD,other,/storeitem.html,0,1
5024679608681889824,Organic Search,1970-02-06 12:33:47,United States,Houston,123390000.0,1.0,3899.0,54.0,80.0,2017-07-15,1500148319,PAGE,0,9182569,Google Men's  Zip Hoodie,Unknown,USD,other,/storeitem.html,0,1
9277087807699365026,Organic Search,1970-01-01 12:55:51,United States,Palo Alto,0.0,0.0,75.0,6.0,0.0,2017-05-22,1495491465,PAGE,0,9182575,Android Men's  Zip Hoodie,Unknown,USD,other,/storeitem.html,0,1
6238727055806281579,Direct,1970-01-03 20:43:52,France,Paris,0.0,0.0,647.0,5.0,0.0,2017-05-19,1495194424,PAGE,0,9182575,Android Men's  Zip Hoodie,Unknown,USD,other,/storeitem.html,0,1
5423592976649570115,Social,1970-01-01 11:50:45,India,not available in demo dataset,0.0,0.0,132.0,7.0,0.0,2017-02-18,1487404887,PAGE,0,9182588,Android Women's Fleece Hoodie,Unknown,USD,other,/storeitem.html,0,1
1541266830764459196,Referral,1970-01-18 22:29:38,United States,San Francisco,0.0,0.0,2180.0,42.0,0.0,2017-03-14,1489513212,PAGE,0,9182593,Google Men's Pullover Hoodie Grey,Unknown,USD,other,/storeitem.html,0,1
699976157636552636,Organic Search,1970-01-05 07:17:06,Germany,not available in demo dataset,0.0,0.0,388.0,6.0,0.0,2017-03-06,1488819251,PAGE,0,9182593,Google Men's Pullover Hoodie Grey,Unknown,USD,other,/storeitem.html,0,1
7732587129685157308,Organic Search,1970-01-03 15:04:24,United States,not available in demo dataset,0.0,0.0,701.0,10.0,0.0,2017-03-14,1489506359,PAGE,0,9182593,Google Men's Pullover Hoodie Grey,Unknown,USD,other,/storeitem.html,0,1
2202664573111437742,Organic Search,1970-01-03 18:52:07,United States,not available in demo dataset,0.0,0.0,361.0,19.0,0.0,2017-03-10,1489170117,PAGE,0,9182663,Google Women's Short Sleeve Badge Tee Red Heather,Unknown,USD,other,/storeitem.html,0,1
9168169211376831714,Organic Search,1970-01-15 18:59:36,United States,San Francisco,0.0,0.0,1878.0,20.0,0.0,2017-04-15,1492256028,PAGE,0,9182721,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Unknown,USD,other,/storeitem.html,0,1
5943570432517890376,Organic Search,1970-01-01 12:08:32,Canada,not available in demo dataset,0.0,0.0,1277.0,19.0,0.0,2017-02-03,1486172706,PAGE,0,9182721,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Unknown,USD,other,/storeitem.html,0,1
8576322827547946074,Direct,1970-01-02 13:02:37,United States,not available in demo dataset,0.0,0.0,133.0,4.0,0.0,2017-04-14,1492178223,PAGE,0,9182721,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Unknown,USD,other,/storeitem.html,0,1
7382833428985431536,Referral,1970-01-10 09:35:38,United States,Chicago,122390000.0,1.0,1296.0,31.0,0.0,2017-04-16,1492363119,PAGE,0,9182721,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Unknown,USD,other,/storeitem.html,0,1
8787831631722916694,Referral,1970-01-01 03:31:19,Guatemala,not available in demo dataset,0.0,0.0,131.0,3.0,0.0,2017-02-18,1487429761,PAGE,0,9182722,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Unknown,USD,other,/storeitem.html,0,1
2870803664675052699,Referral,1970-01-01 06:56:42,Singapore,Unknown,0.0,0.0,25.0,2.0,0.0,2017-02-20,1487646222,PAGE,0,9182722,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Unknown,USD,other,/storeitem.html,0,1
2147744904815697190,Social,1970-01-01 10:18:37,Canada,not available in demo dataset,0.0,0.0,37.0,2.0,0.0,2017-02-18,1487421671,PAGE,0,9182722,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Unknown,USD,other,/storeitem.html,0,1
9178221796764045442,Organic Search,1970-01-07 17:07:18,Taiwan,Unknown,0.0,0.0,947.0,28.0,0.0,2017-04-08,1491666063,PAGE,0,9182723,Google Men's 100% Cotton Short Sleeve Hero Tee White,Unknown,USD,other,/storeitem.html,0,1
7152313806704388410,Referral,1970-01-07 09:34:47,United States,not available in demo dataset,0.0,0.0,1305.0,47.0,0.0,2017-06-04,1496623691,PAGE,0,9182739,Google Men's Watershed Full Zip Hoodie Grey,Unknown,USD,other,/storeitem.html,0,1
2870803664675052699,Referral,1970-01-01 06:56:42,Singapore,Unknown,0.0,0.0,25.0,2.0,0.0,2017-02-20,1487646222,PAGE,0,9182739,Google Men's Watershed Full Zip Hoodie Grey,Unknown,USD,other,/storeitem.html,0,1
3173550449318977052,Affiliates,1970-01-07 03:16:44,United States,not available in demo dataset,0.0,0.0,681.0,34.0,0.0,2017-02-11,1486874198,PAGE,0,9182739,Google Men's Watershed Full Zip Hoodie Grey,Unknown,USD,other,/storeitem.html,0,1
1480903445344176459,Organic Search,1970-01-13 10:04:05,Canada,not available in demo dataset,0.0,0.0,1266.0,41.0,0.0,2017-02-10,1486744776,PAGE,0,9182739,Google Men's Watershed Full Zip Hoodie Grey,Unknown,USD,other,/storeitem.html,0,1
1467123776208186522,Referral,1970-01-03 03:26:12,United States,Mountain View,0.0,0.0,576.0,11.0,0.0,2017-06-02,1496441320,PAGE,0,9182739,Google Men's Watershed Full Zip Hoodie Grey,Unknown,USD,other,/storeitem.html,0,1
533002805635095618,Direct,1970-01-01 08:04:01,United States,not available in demo dataset,0.0,0.0,41.0,4.0,0.0,2017-02-20,1487650098,PAGE,0,9182739,Google Men's Watershed Full Zip Hoodie Grey,Unknown,USD,other,/storeitem.html,0,1
200484347423235614,Referral,1970-01-02 07:35:16,United States,New York,0.0,0.0,330.0,19.0,0.0,2017-01-06,1483733382,PAGE,0,9182743,Google Men's Microfiber 1/4 Zip Pullover Blue/Indigo,Unknown,USD,other,/storeitem.html,0,1
9476348446859765776,Organic Search,1970-01-06 09:04:28,United States,not available in demo dataset,0.0,0.0,493.0,20.0,0.0,2017-02-16,1487274886,PAGE,0,9182751,Google Men's Performance Full Zip Jacket Black,Unknown,USD,other,/storeitem.html,0,1
2295899904627923606,Organic Search,1970-01-03 06:16:48,United States,not available in demo dataset,0.0,0.0,373.0,9.0,22.0,2017-07-16,1500241052,PAGE,0,9182751,Google Men's Performance Full Zip Jacket Black,Unknown,USD,other,/storeitem.html,0,1
8419756081037021527,Referral,1970-01-03 03:12:57,Switzerland,Zurich,0.0,0.0,308.0,5.0,0.0,2017-02-16,1487291809,PAGE,0,9182751,Google Men's Performance Full Zip Jacket Black,Unknown,USD,other,/storeitem.html,0,1
1392300334983707070,Organic Search,1970-01-11 18:20:39,United States,not available in demo dataset,0.0,0.0,2812.0,52.0,45.0,2017-07-15,1500141923,PAGE,0,9182751,Google Men's Performance Full Zip Jacket Black,Unknown,USD,other,/storeitem.html,0,1
7199611745811583535,Referral,1970-01-02 02:24:16,United States,Boulder,467600000.0,1.0,710.0,27.0,0.0,2017-01-04,1483554305,PAGE,0,9182761,Google Women's Yoga Jacket Black,Unknown,USD,other,/storeitem.html,0,1
4647588580441750841,Direct,1970-01-25 20:09:53,United States,Sunnyvale,0.0,0.0,2736.0,80.0,0.0,2017-01-05,1483680801,PAGE,0,9182761,Google Women's Yoga Jacket Black,Unknown,USD,other,/storeitem.html,0,1
9991894785574881952,Direct,1970-01-02 12:31:33,United States,Atlanta,0.0,0.0,174.0,10.0,0.0,2017-02-09,1486660651,PAGE,0,9182765,Google Women's Convertible Vest-Jacket Sea Foam Green,Unknown,USD,other,/storeitem.html,0,1
7236137462224659682,Direct,1970-01-10 17:48:30,United States,Washington,0.0,0.0,1114.0,22.0,0.0,2017-01-25,1485332983,PAGE,0,9182771,Google Women's 1/4 Zip Jacket Charcoal,Unknown,USD,other,/storeitem.html,0,1
2709295266531200360,Referral,1970-01-02 04:37:14,United States,Chicago,0.0,0.0,204.0,5.0,0.0,2017-02-07,1486503937,PAGE,0,9182772,Google Women's Performance Full Zip Jacket Black,Unknown,USD,other,/storeitem.html,0,1
1555201124395352017,Social,1970-01-01 22:06:24,Ukraine,Kiev,0.0,0.0,80.0,3.0,0.0,2017-02-23,1487902147,PAGE,0,9182772,Google Women's Performance Full Zip Jacket Black,Unknown,USD,other,/storeitem.html,0,1
5888802067059051670,Organic Search,1970-01-04 18:45:40,United States,not available in demo dataset,0.0,0.0,368.0,5.0,0.0,2017-02-22,1487821132,PAGE,0,9182772,Google Women's Performance Full Zip Jacket Black,Unknown,USD,other,/storeitem.html,0,1
972701135095018930,Direct,1970-01-02 13:08:48,United States,Seattle,0.0,0.0,134.0,4.0,1.0,2017-07-28,1501280014,PAGE,0,9182781,Google Women's Short Sleeve Hero Tee Black,Unknown,USD,other,/storeitem.html,0,1
4716992909071963636,Organic Search,1970-01-01 12:28:56,Taiwan,not available in demo dataset,0.0,0.0,124.0,5.0,0.0,2017-02-01,1485985292,PAGE,0,9182781,Google Women's Short Sleeve Hero Tee Black,Unknown,USD,other,/storeitem.html,0,1
1477606480597254796,Organic Search,1970-01-03 02:39:14,Germany,not available in demo dataset,0.0,0.0,1542.0,34.0,0.0,2017-02-01,1485982066,PAGE,0,9182781,Google Women's Short Sleeve Hero Tee Black,Unknown,USD,other,/storeitem.html,0,1
199372328838179522,Organic Search,1970-01-16 08:23:06,Canada,Toronto,0.0,0.0,1326.0,24.0,0.0,2017-01-08,1483923219,PAGE,0,9182781,Google Women's Short Sleeve Hero Tee Black,Unknown,USD,other,/storeitem.html,0,1
8074041050560984021,Organic Search,1970-01-04 00:09:35,United States,Mountain View,0.0,0.0,2731.0,39.0,80.0,2017-07-26,1501086596,PAGE,0,9182781,Google Women's Short Sleeve Hero Tee Black,Unknown,USD,other,/storeitem.html,0,1
9220725592862295655,Organic Search,1970-01-13 17:23:22,United States,not available in demo dataset,0.0,0.0,2628.0,44.0,69.0,2017-07-27,1501192301,PAGE,0,9182781,Google Women's Short Sleeve Hero Tee Black,Unknown,USD,other,/storeitem.html,0,1
8436386941727850000,Organic Search,1970-01-07 15:25:16,United States,Sunnyvale,0.0,0.0,682.0,28.0,0.0,2017-01-09,1484026446,PAGE,0,9182781,Google Women's Short Sleeve Hero Tee Black,Unknown,USD,other,/storeitem.html,0,1
3490247300164616158,Organic Search,1970-01-24 02:17:10,Brazil,not available in demo dataset,0.0,0.0,4914.0,31.0,9.0,2017-07-22,1500760036,PAGE,0,9182781,Google Women's Short Sleeve Hero Tee Black,Unknown,USD,other,/storeitem.html,0,1
3612654415521437638,Organic Search,1970-01-04 16:19:18,Canada,not available in demo dataset,0.0,0.0,404.0,13.0,0.0,2017-06-28,1498717185,PAGE,0,9182784,Google Women's Short Sleeve Hero Tee White,Unknown,USD,other,/storeitem.html,0,1
1663588776724483567,Referral,1970-01-01 11:51:35,Switzerland,not available in demo dataset,51040000.0,1.0,421.0,17.0,0.0,2017-06-29,1498744975,PAGE,0,9182784,Google Women's Short Sleeve Hero Tee White,Unknown,USD,other,/storeitem.html,0,1
9147040901883884693,Display,1970-01-16 03:24:08,United States,Sunnyvale,0.0,0.0,1389.0,25.0,0.0,2017-02-08,1486625782,PAGE,0,9182785,Google Women's Lightweight Microfleece Jacket,Unknown,USD,other,/storeitem.html,0,1
9797908425913223681,Referral,1970-01-03 19:18:07,Japan,not available in demo dataset,0.0,0.0,308.0,21.0,0.0,2017-02-08,1486577048,PAGE,0,9182785,Google Women's Lightweight Microfleece Jacket,Unknown,USD,other,/storeitem.html,0,1
2341378980401323198,Organic Search,1970-01-02 05:29:05,Ireland,not available in demo dataset,0.0,0.0,1388.0,32.0,0.0,2017-03-08,1489006380,PAGE,0,9182838,Google Toddler Short Sleeve T-shirt Yellow,Unknown,USD,other,/storeitem.html,0,1
4320783551704996160,Referral,1970-01-15 17:45:19,United States,Los Angeles,0.0,0.0,1701.0,25.0,0.0,2017-05-06,1494113699,PAGE,0,9182980,Google Pet Feeding Mat,Unknown,USD,other,/storeitem.html,0,1
1943869482822454511,Referral,1970-01-06 01:55:57,Germany,not available in demo dataset,0.0,0.0,439.0,4.0,1.0,2017-07-07,1499438987,PAGE,0,9183186,Google G Noise-reducing Bluetooth Headphones,Unknown,USD,other,/storeitem.html,0,1
9191103239009197198,Referral,1970-01-02 20:29:33,United States,San Francisco,0.0,0.0,546.0,15.0,0.0,2017-03-13,1489465164,PAGE,0,9183186,Google G Noise-reducing Bluetooth Headphones,Unknown,USD,other,/storeitem.html,0,1
754996305428322594,Organic Search,1970-01-02 21:22:22,Hong Kong,Hong Kong,0.0,0.0,183.0,10.0,0.0,2017-04-08,1491644157,PAGE,0,9183211,YouTube RFID Journal,Unknown,USD,other,/storeitem.html,0,1
1957458976293878100,Display,1970-02-24 00:56:38,United States,not available in demo dataset,6831960000.0,1.0,5466.0,151.0,0.0,2017-04-07,1491578402,PAGE,0,9183211,YouTube RFID Journal,Unknown,USD,other,/storeitem.html,0,1
627998342647039878,Organic Search,1970-01-06 13:41:37,Thailand,Bangkok,0.0,0.0,605.0,29.0,0.0,2017-05-16,1494921946,PAGE,0,9183212,Android RFID Journal,Unknown,USD,other,/storeitem.html,0,1
657364648407623467,Organic Search,1970-01-09 05:45:19,United States,not available in demo dataset,0.0,0.0,2120.0,40.0,0.0,2017-05-14,1494829392,PAGE,0,9183212,Android RFID Journal,Unknown,USD,other,/storeitem.html,0,1
4421062057307625296,Organic Search,1970-01-04 05:58:26,United States,New York,0.0,0.0,655.0,14.0,0.0,2017-02-26,1488158301,PAGE,0,9183213,Android Hard Cover Journal,Unknown,USD,other,/storeitem.html,0,1
6857808114330834445,Referral,1970-01-03 20:15:46,United States,Chicago,0.0,0.0,353.0,7.0,0.0,2017-04-25,1493139979,PAGE,0,9183213,Android Hard Cover Journal,Unknown,USD,other,/storeitem.html,0,1
4784312403795214032,Direct,1970-01-18 11:49:00,United States,Austin,0.0,0.0,1511.0,2.0,0.0,2017-06-30,1498882862,PAGE,0,9183214,Google Hard Cover Journal,Unknown,USD,other,/storeitem.html,0,1
1894617860778311526,Organic Search,1970-01-05 08:06:45,United States,Chicago,0.0,0.0,664.0,25.0,0.0,2017-05-10,1494473850,PAGE,0,9183219,Google Leather Journal,Unknown,USD,other,/storeitem.html,0,1
8838182569236459287,(Other),1970-01-02 08:45:11,Canada,not available in demo dataset,0.0,0.0,118.0,2.0,0.0,2017-04-18,1492549912,PAGE,0,9183223,Google Spiral Leather Journal,Unknown,USD,other,/storeitem.html,0,1
2324201609630245980,Organic Search,1970-01-27 22:28:53,United States,Houston,108910000.0,1.0,4845.0,114.0,0.0,2017-04-18,1492523958,PAGE,0,9183223,Google Spiral Leather Journal,Unknown,USD,other,/storeitem.html,0,1
7478927596935085715,Direct,1970-01-01 00:00:00,United States,Goose Creek,0.0,0.0,1151.0,2.0,0.0,2017-04-18,1492543687,PAGE,0,9183223,Google Spiral Leather Journal,Unknown,USD,other,/storeitem.html,0,1
6242959767156912467,Referral,1970-01-06 13:26:44,Singapore,Unknown,0.0,0.0,754.0,23.0,0.0,2017-01-19,1484882791,PAGE,0,9183229,Nest® Cam Outdoor Security Camera - USA,Unknown,USD,other,/storeitem.html,0,1
5684038220144421116,Organic Search,1970-01-10 06:44:45,United States,Mountain View,0.0,0.0,1029.0,14.0,0.0,2017-02-25,1488075037,PAGE,0,9184720,Google Women's Short Sleeve Hero Tee Sky Blue,Unknown,USD,other,/storeitem.html,0,1
5978695388391511791,Referral,1970-01-02 10:34:31,United States,not available in demo dataset,0.0,0.0,260.0,13.0,0.0,2017-02-28,1488332163,PAGE,0,9184720,Google Women's Short Sleeve Hero Tee Sky Blue,Unknown,USD,other,/storeitem.html,0,1
9861780131991859576,Social,1970-01-02 00:23:21,Bangladesh,Unknown,0.0,0.0,151.0,3.0,0.0,2017-02-23,1487922966,PAGE,0,9184720,Google Women's Short Sleeve Hero Tee Sky Blue,Unknown,USD,other,/storeitem.html,0,1
1804239377906376107,Social,1970-01-01 00:00:00,Vietnam,not available in demo dataset,0.0,0.0,389.0,3.0,1.0,2017-07-22,1500782958,PAGE,16990000,GGOEGAAX0318,YouTube Men's Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,USD,other,/google+redesign/,0,1
7040959099482116852,Organic Search,1970-01-02 01:20:04,Vietnam,not available in demo dataset,0.0,0.0,91.0,2.0,0.0,2017-04-27,1493346557,PAGE,20990000,GGOEGAAX0355,Google Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,USD,other,/google+redesign/,0,1
8857606652713260627,Organic Search,1970-01-01 02:42:23,Vietnam,Ho Chi Minh City,0.0,0.0,231.0,8.0,0.0,2016-12-10,1481433482,PAGE,99990000,GGOEGAAX0795,25L Classic Rucksack,Home/Bags/Backpacks/,USD,other,/google+redesign/,0,1
2675288268782734510,Referral,1970-01-01 19:02:14,United States,New York,273000000.0,1.0,532.0,25.0,78.0,2017-07-22,1500739387,EVENT,35990000,GGOEGOCD078399,Google Leather Perforated Journal,${escCatTitle},USD,other,/storeitem.html,3,1
456807427403774085,Referral,1970-01-03 04:14:39,United States,Mountain View,154980000.0,1.0,916.0,43.0,92.0,2017-07-12,1499896760,EVENT,44990000,GGOEGOCD078399,Google Leather Perforated Journal,${escCatTitle},USD,other,/storeitem.html,3,1
9329481831754645981,Organic Search,1970-01-02 20:58:15,Vietnam,not available in demo dataset,0.0,0.0,162.0,10.0,0.0,2017-04-10,1491831206,PAGE,8990000,GGOEYOBR078599,YouTube Luggage Tag,Home/Shop by Brand/YouTube/,USD,other,/google+redesign/,0,1
4009212492683421907,Referral,1970-01-03 12:33:31,United States,San Francisco,0.0,0.0,1162.0,61.0,0.0,2016-09-19,1474322440,EVENT,2800000,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,other,Fun,/google+redesign/,1,1
4532291238450213115,Display,1970-01-01 00:00:00,United States,New York,0.0,0.0,191.0,1.0,0.0,2016-08-08,1470640529,PAGE,4000000,GGOEGAAX0037,Google Sunglasses,Home/Fun/,USD,Fun,/google+redesign/,0,1
873413313017080739,Referral,1970-01-01 06:23:08,United States,Santa Clara,0.0,0.0,29.0,3.0,0.0,2016-10-04,1475618280,PAGE,2800000,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,USD,Fun,/google+redesign/,0,1
509291892849260639,Referral,1970-01-03 21:55:19,United States,Kirkland,0.0,0.0,442.0,25.0,0.0,2016-09-28,1475126406,PAGE,2800000,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,USD,Fun,/google+redesign/,0,1
3503177740835852213,Referral,1970-01-03 21:22:09,United States,New York,19790000.0,1.0,955.0,45.0,0.0,2016-10-03,1475533717,PAGE,2800000,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,USD,Fun,/google+redesign/,0,1
1578160320414711416,Referral,1970-01-01 14:26:38,United States,New York,0.0,0.0,124.0,13.0,0.0,2016-10-03,1475550514,PAGE,2800000,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,USD,Fun,/google+redesign/,0,1
70976956518566605,Referral,1970-01-13 10:00:08,United States,Cambridge,369660000.0,1.0,3027.0,132.0,0.0,2016-09-26,1474923300,PAGE,2800000,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,USD,Fun,/google+redesign/,0,1
1057078399235259309,Referral,1970-01-01 10:53:03,United States,not available in demo dataset,0.0,0.0,514.0,34.0,0.0,2016-10-03,1475479962,PAGE,2800000,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,USD,Fun,/google+redesign/,0,1
1958027061626351603,Referral,1970-01-03 04:46:38,United States,San Francisco,181610000.0,1.0,896.0,61.0,0.0,2016-09-16,1474037712,PAGE,2800000,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,other,Fun,/google+redesign/,2,1
9053770505272120887,Referral,1970-01-03 09:25:52,United States,not available in demo dataset,0.0,0.0,424.0,39.0,0.0,2016-10-03,1475541872,PAGE,2800000,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,USD,Fun,/google+redesign/,0,1
1789510369423498801,Organic Search,1970-01-03 00:59:55,United States,Mountain View,0.0,0.0,770.0,24.0,0.0,2016-08-02,1470181827,PAGE,4000000,GGOEGAAX0037,Google Sunglasses,Home/Fun/,USD,Fun,/google+redesign/,0,1
343138238061206334,Organic Search,1970-01-04 01:26:59,United States,not available in demo dataset,0.0,0.0,701.0,28.0,0.0,2016-09-16,1474060310,PAGE,2800000,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,USD,Fun,/google+redesign/,0,1
1958027061626351603,Referral,1970-01-03 16:15:13,United States,San Francisco,181610000.0,1.0,896.0,61.0,0.0,2016-09-16,1474037712,PAGE,2800000,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,USD,Fun,/google+redesign/,0,1
4960349981701315143,Referral,1970-01-02 23:51:52,United States,Palo Alto,0.0,0.0,216.0,17.0,0.0,2016-10-05,1475701220,PAGE,2800000,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,USD,Fun,/google+redesign/,0,1
9190832385916027459,Referral,1970-01-03 23:09:14,United States,Mountain View,39990000.0,1.0,752.0,26.0,0.0,2016-09-22,1474571655,PAGE,2800000,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,other,Fun,/google+redesign/,2,1
4953199015316377564,Referral,1970-01-05 21:53:41,United States,San Francisco,22590000.0,1.0,1066.0,52.0,0.0,2016-10-05,1475714028,PAGE,2800000,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,USD,Fun,/google+redesign/,0,1
5413359006416299167,Referral,1970-01-02 19:29:25,United States,not available in demo dataset,0.0,0.0,283.0,13.0,0.0,2016-09-24,1474778688,PAGE,2800000,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,USD,Fun,/google+redesign/,0,1
7041544863218193468,Referral,1970-01-04 05:54:20,United States,Cambridge,0.0,0.0,283.0,22.0,0.0,2016-09-21,1474486242,PAGE,2800000,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,USD,Fun,/google+redesign/,0,1
1637147905663688954,Referral,1970-01-01 23:52:43,United States,New York,0.0,0.0,308.0,16.0,0.0,2016-10-05,1475686050,PAGE,2800000,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,USD,Fun,/google+redesign/,0,1
